0,0.00369442,-2.17108e-11
7.38e-08,0.00369885,-6.31878e-11
1.47688e-07,0.00370328,-1.24403e-10
2.21666e-07,0.00370771,-2.0527e-10
2.95731e-07,0.00371215,-3.05703e-10
3.69885e-07,0.00371658,-4.25614e-10
4.44128e-07,0.00372102,-5.64917e-10
5.1846e-07,0.00372546,-7.23525e-10
5.9288e-07,0.0037299,-9.01353e-10
6.6739e-07,0.00373435,-1.09831e-09
7.41988e-07,0.00373879,-1.31433e-09
8.16675e-07,0.00374324,-1.5493e-09
8.91451e-07,0.00374769,-1.80316e-09
9.66315e-07,0.00375214,-2.07581e-09
1.04127e-06,0.0037566,-2.36718e-09
1.11631e-06,0.00376105,-2.67718e-09
1.19144e-06,0.00376551,-3.00572e-09
1.26667e-06,0.00376997,-3.35274e-09
1.34198e-06,0.00377443,-3.71813e-09
1.41737e-06,0.00377889,-4.10184e-09
1.49286e-06,0.00378335,-4.50376e-09
1.56844e-06,0.00378782,-4.92383e-09
1.64411e-06,0.00379229,-5.36196e-09
1.71986e-06,0.00379676,-5.81807e-09
1.79571e-06,0.00380123,-6.29209e-09
1.87165e-06,0.0038057,-6.78394e-09
1.94767e-06,0.00381017,-7.29353e-09
2.02378e-06,0.00381465,-7.8208e-09
2.09999e-06,0.00381912,-8.36566e-09
2.17628e-06,0.0038236,-8.92803e-09
2.25266e-06,0.00382808,-9.50784e-09
2.32913e-06,0.00383256,-1.0105e-08
2.4057e-06,0.00383704,-1.07195e-08
2.48235e-06,0.00384153,-1.13512e-08
2.55909e-06,0.00384601,-1.2e-08
2.63592e-06,0.0038505,-1.26658e-08
2.71284e-06,0.00385498,-1.33487e-08
2.78985e-06,0.00385947,-1.40485e-08
2.86695e-06,0.00386396,-1.47651e-08
2.94414e-06,0.00386845,-1.54985e-08
3.02142e-06,0.00387294,-1.62486e-08
3.09879e-06,0.00387744,-1.70153e-08
3.17625e-06,0.00388193,-1.77986e-08
3.25379e-06,0.00388643,-1.85983e-08
3.33143e-06,0.00389092,-1.94145e-08
3.40916e-06,0.00389542,-2.02469e-08
3.48698e-06,0.00389992,-2.10957e-08
3.56489e-06,0.00390442,-2.19607e-08
3.64289e-06,0.00390892,-2.28418e-08
3.72097e-06,0.00391342,-2.37389e-08
3.79915e-06,0.00391792,-2.4652e-08
3.87742e-06,0.00392243,-2.55811e-08
3.95578e-06,0.00392693,-2.6526e-08
4.03423e-06,0.00393144,-2.74867e-08
4.11277e-06,0.00393594,-2.84632e-08
4.1914e-06,0.00394045,-2.94552e-08
4.27011e-06,0.00394496,-3.04629e-08
4.34892e-06,0.00394946,-3.14861e-08
4.42782e-06,0.00395397,-3.25247e-08
4.50681e-06,0.00395848,-3.35788e-08
4.58589e-06,0.00396299,-3.46481e-08
4.66506e-06,0.00396751,-3.57327e-08
4.74432e-06,0.00397202,-3.68325e-08
4.82367e-06,0.00397653,-3.79475e-08
4.90311e-06,0.00398105,-3.90775e-08
4.98264e-06,0.00398556,-4.02225e-08
5.06226e-06,0.00399007,-4.13825e-08
5.14197e-06,0.00399459,-4.25573e-08
5.22178e-06,0.00399911,-4.37469e-08
5.30167e-06,0.00400362,-4.49513e-08
5.38165e-06,0.00400814,-4.61704e-08
5.46172e-06,0.00401266,-4.74041e-08
5.54188e-06,0.00401718,-4.86524e-08
5.62214e-06,0.0040217,-4.99152e-08
5.70248e-06,0.00402621,-5.11924e-08
5.78292e-06,0.00403073,-5.24841e-08
5.86344e-06,0.00403526,-5.379e-08
5.94405e-06,0.00403978,-5.51102e-08
6.02476e-06,0.0040443,-5.64447e-08
6.10556e-06,0.00404882,-5.77933e-08
6.18644e-06,0.00405334,-5.91559e-08
6.26742e-06,0.00405786,-6.05327e-08
6.34848e-06,0.00406239,-6.19233e-08
6.42964e-06,0.00406691,-6.3328e-08
6.51089e-06,0.00407143,-6.47464e-08
6.59223e-06,0.00407596,-6.61787e-08
6.67366e-06,0.00408048,-6.76247e-08
6.75518e-06,0.00408501,-6.90844e-08
6.83678e-06,0.00408953,-7.05578e-08
6.91848e-06,0.00409406,-7.20447e-08
7.00028e-06,0.00409858,-7.35452e-08
7.08216e-06,0.00410311,-7.50591e-08
7.16413e-06,0.00410763,-7.65864e-08
7.24619e-06,0.00411216,-7.81271e-08
7.32834e-06,0.00411668,-7.96811e-08
7.41059e-06,0.00412121,-8.12484e-08
7.49292e-06,0.00412574,-8.28288e-08
7.57534e-06,0.00413026,-8.44224e-08
7.65786e-06,0.00413479,-8.60291e-08
7.74046e-06,0.00413932,-8.76489e-08
7.82316e-06,0.00414384,-8.92816e-08
7.90595e-06,0.00414837,-9.09272e-08
7.98882e-06,0.0041529,-9.25858e-08
8.07179e-06,0.00415742,-9.42571e-08
8.15485e-06,0.00416195,-9.59413e-08
8.238e-06,0.00416648,-9.76382e-08
8.32124e-06,0.00417101,-9.93477e-08
8.40457e-06,0.00417553,-1.0107e-07
8.48799e-06,0.00418006,-1.02805e-07
8.5715e-06,0.00418459,-1.04552e-07
8.6551e-06,0.00418912,-1.06312e-07
8.73879e-06,0.00419364,-1.08084e-07
8.82257e-06,0.00419817,-1.09869e-07
8.90644e-06,0.0042027,-1.11665e-07
8.99041e-06,0.00420722,-1.13475e-07
9.07446e-06,0.00421175,-1.15296e-07
9.15861e-06,0.00421628,-1.1713e-07
9.24284e-06,0.00422081,-1.18975e-07
9.32717e-06,0.00422533,-1.20833e-07
9.41158e-06,0.00422986,-1.22703e-07
